id,year,month,avg_t,avg_max_t,avg_min_t,max_t,min_t,high_min_t,low_max_t,days_frost,total_p,max_p,days_light_p,days_moderate_p,days_rain_p,days_snow_p,days_hail_p,gust_dir_w,gust_speed_w,days_strong_w,days_very_strong_w,avg_speed_w,avg_daily_s,pct_s,avg_pss,max_pss,min_pss,avg_sfc_pss
4121C,1934,2,6.00,14.00,-2.00,19.40,-7.00,,,,7.40,,,,,,,,,,,,,,,,,
4121C,1934,3,7.60,13.50,1.60,17.40,-5.00,,,,28.80,,,,,,,,,,,,,,,,,
4121C,1934,4,10.70,16.50,4.90,25.20,0.00,,,,62.20,,,,,,,,,,,,,,,,,
4121C,1934,5,16.60,23.80,9.50,28.60,4.40,,,,47.00,,,,,,,,,,,,,,,,,
4121C,1934,6,22.40,31.40,13.30,35.00,10.00,,,,4.40,,,,,,,,,,,,,,,,,
4121C,1934,7,25.60,35.90,15.30,40.00,12.00,,,,3.60,,,,,,,,,,,,,,,,,
4121C,1934,8,23.20,31.90,14.50,35.00,12.00,,,,0.00,,,,,,,,,,,,,,,,,
4121C,1934,9,21.40,30.10,12.70,36.00,9.00,,,,10.80,,,,,,,,,,,,,,,,,
4121C,1934,10,15.30,23.60,7.00,30.20,3.00,,,,2.60,,,,,,,,,,,,,,,,,
4121C,1934,11,6.30,11.00,1.60,21.00,-4.80,,,,64.00,,,,,,,,,,,,,,,,,
4121C,1934,12,7.50,12.00,3.00,17.60,-4.40,,,,77.20,,,,,,,,,,,,,,,,,
4121C,1935,1,2.50,8.20,-3.30,15.00,-8.20,2.20,0.00,27.00,7.20,6.00,2.00,0.00,0.00,3.00,0.00,,,,,,,,,,,
4121C,1935,2,5.80,12.70,-1.10,21.60,-9.20,6.00,2.80,19.00,9.00,6.00,2.00,0.00,6.00,0.00,0.00,,,,,,,,,,,
4121C,1935,3,9.90,16.80,2.90,24.40,-1.20,7.40,9.00,7.00,41.80,27.20,4.00,2.00,6.00,0.00,0.00,,,,,,,,,,,
4121C,1935,4,12.30,19.70,4.90,28.40,-1.00,8.40,12.60,1.00,17.60,8.20,4.00,0.00,4.00,0.00,0.00,,,,,,,,,,,
4121C,1935,5,12.30,17.20,7.40,24.60,4.80,10.00,11.40,0.00,96.00,19.00,15.00,4.00,16.00,0.00,0.00,,,,,,,,,,,
4121C,1935,6,20.40,28.30,12.60,38.80,7.60,20.20,21.00,0.00,21.60,21.20,2.00,1.00,3.00,0.00,0.00,,,,,,,,,,,
4121C,1935,7,26.70,35.10,18.30,40.60,13.00,23.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
4121C,1935,8,22.60,30.50,14.70,37.00,12.00,18.40,26.00,0.00,0.05,0.05,0.00,0.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1935,9,21.70,30.40,13.10,36.00,10.00,15.20,25.60,0.00,11.00,7.60,2.00,0.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1935,10,12.20,18.40,5.90,25.00,1.20,11.00,12.20,0.00,12.60,5.20,3.00,0.00,4.00,0.00,0.00,,,,,,,,,,,
4121C,1935,11,8.70,13.70,3.70,19.40,-1.00,8.00,10.20,3.00,64.40,13.60,11.00,2.00,,,,,,,,,,,,,,
4121C,1935,12,7.40,12.00,2.80,15.40,-4.60,7.20,7.20,7.00,80.60,18.00,10.00,4.00,13.00,0.00,0.00,,,,,,,,,,,
4121C,1936,1,7.00,10.80,3.10,15.20,-2.20,,,,90.80,14.60,12.00,4.00,11.00,1.00,0.00,,,,,,,,,,,
4121C,1936,2,8.80,13.40,4.30,19.20,-1.00,10.00,8.00,1.00,71.80,14.60,14.00,2.00,15.00,0.00,0.00,,,,,,,,,,,
4121C,1936,3,9.50,14.00,5.00,20.00,0.00,12.80,3.60,1.00,73.30,13.50,12.00,3.00,13.00,1.00,0.00,,,,,,,,,,,
4121C,1936,4,12.00,17.50,6.60,25.20,2.00,10.40,9.80,0.00,30.50,9.00,8.00,0.00,9.00,0.00,0.00,,,,,,,,,,,
4121C,1936,5,13.20,18.60,7.80,24.80,3.80,11.60,13.20,0.00,35.20,11.90,9.00,1.00,10.00,0.00,0.00,,,,,,,,,,,
4121C,1936,6,18.50,25.40,11.60,32.00,5.00,16.00,17.00,0.00,3.20,2.40,2.00,0.00,3.00,0.00,0.00,,,,,,,,,,,
4121C,1936,7,23.60,31.90,15.30,35.60,11.60,19.00,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
4121C,1936,8,25.70,34.00,17.30,38.60,12.00,20.00,26.00,0.00,10.20,10.20,1.00,1.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1936,9,21.10,28.50,13.80,37.00,8.00,19.60,18.40,0.00,4.00,4.00,1.00,0.00,3.00,0.00,0.00,,,,,,,,,,,
4121C,1936,10,13.30,19.90,6.80,26.20,2.60,12.20,15.00,0.00,27.30,23.60,3.00,1.00,7.00,0.00,0.00,,,,,,,,,,,
4121C,1936,11,8.80,13.60,4.00,18.40,-0.40,11.60,7.40,3.00,46.60,10.50,11.00,1.00,12.00,0.00,0.00,,,,,,,,,,,
4121C,1936,12,4.50,10.00,-1.10,16.40,-5.00,5.40,6.00,22.00,16.30,9.00,4.00,0.00,4.00,0.00,0.00,,,,,,,,,,,
4121C,1937,1,6.20,10.80,1.60,17.80,-4.00,8.80,6.20,13.00,112.90,45.00,10.00,4.00,10.00,1.00,0.00,,,,,,,,,,,
4121C,1937,2,9.60,14.90,4.40,19.80,0.20,9.40,9.60,0.00,10.40,5.80,5.00,0.00,7.00,0.00,0.00,,,,,,,,,,,
4121C,1937,3,8.40,12.90,3.90,18.20,-0.20,7.40,7.40,1.00,79.80,16.20,17.00,1.00,,,,,,,,,,,,,,
4121C,1937,4,13.60,19.80,7.40,27.80,1.00,13.40,12.00,0.00,13.60,6.00,4.00,0.00,5.00,0.00,0.00,,,,,,,,,,,
4121C,1937,5,16.60,23.60,9.60,34.20,4.60,17.80,15.20,0.00,16.10,6.80,5.00,0.00,5.00,0.00,0.00,,,,,,,,,,,
4121C,1937,6,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
4121C,1938,1,6.00,11.10,0.90,19.00,-6.20,7.40,3.00,12.00,1.20,0.60,2.00,0.00,3.00,0.00,0.00,,,,,,,,,,,
4121C,1938,2,5.80,12.50,-0.80,19.00,-6.60,6.20,4.40,20.00,1.30,0.70,2.00,0.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1938,3,11.20,19.80,2.50,29.80,-1.40,6.60,10.40,4.00,6.60,6.00,2.00,0.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1938,4,13.10,19.90,6.20,24.80,1.40,11.20,15.20,0.00,40.80,7.20,7.00,0.00,7.00,0.00,0.00,,,,,,,,,,,
4121C,1938,5,14.50,20.90,8.20,29.80,4.00,12.40,11.60,0.00,24.50,6.00,9.00,0.00,10.00,0.00,0.00,,,,,,,,,,,
4121C,1938,6,23.90,32.20,15.60,36.60,10.40,20.20,24.60,0.00,9.00,8.00,2.00,0.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1938,7,25.20,33.50,16.80,40.40,8.30,23.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
4121C,1938,8,24.80,32.60,17.10,39.40,11.20,22.40,25.60,0.00,,,,,,,,,,,,,,,,,,
4121C,1938,9,19.70,26.10,13.30,31.40,10.00,17.40,21.40,0.00,14.30,7.20,5.00,0.00,7.00,0.00,0.00,,,,,,,,,,,
4121C,1938,10,16.50,22.90,10.10,29.60,3.80,15.00,12.00,0.00,6.70,2.70,4.00,0.00,,,,,,,,,,,,,,
4121C,1938,11,,,5.50,,1.00,10.40,,0.00,1.80,1.80,1.00,0.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1938,12,6.80,10.50,3.10,15.40,-4.20,10.40,6.00,10.00,29.20,9.40,7.00,0.00,9.00,0.00,0.00,,,,,,,,,,,
4121C,1939,8,22.70,31.00,14.50,37.20,11.80,21.20,26.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
4121C,1939,9,21.00,28.20,13.80,36.00,11.00,17.80,17.60,0.00,18.40,8.00,5.00,0.00,5.00,0.00,0.00,,,,,,,,,,,
4121C,1939,10,13.50,17.80,9.20,23.00,1.80,12.00,11.00,0.00,90.40,13.60,14.00,3.00,14.00,0.00,0.00,,,,,,,,,,,
4121C,1939,11,9.80,15.50,4.10,20.40,-2.00,9.40,12.20,5.00,49.20,40.20,4.00,1.00,4.00,0.00,0.00,,,,,,,,,,,
4121C,1939,12,7.30,12.90,1.80,20.00,-1.80,8.00,7.00,11.00,18.70,11.60,4.00,1.00,6.00,1.00,0.00,,,,,,,,,,,
4121C,1940,1,5.40,9.10,1.70,15.00,-3.40,,,,47.00,,,,,,,,,,,,,,,,,
4121C,1940,2,8.90,13.90,3.90,19.00,-1.60,,,,38.80,14.20,6.00,1.00,6.00,0.00,0.00,,,,,,,,,,,
4121C,1940,3,12.20,17.90,6.50,26.20,2.00,,,,19.00,9.60,4.00,0.00,6.00,0.00,0.00,,,,,,,,,,,
4121C,1940,4,12.00,18.10,5.90,22.00,1.00,8.60,13.00,0.00,30.20,23.00,3.00,1.00,3.00,0.00,0.00,,,,,,,,,,,
4121C,1940,5,15.00,21.50,8.60,27.60,4.60,11.00,11.60,0.00,70.20,19.20,7.00,3.00,4.00,0.00,3.00,,,,,,,,,,,
4121C,1940,6,18.50,26.10,10.80,32.80,10.00,14.00,18.40,0.00,48.40,15.40,6.00,2.00,7.00,0.00,0.00,,,,,,,,,,,
4121C,1940,7,23.30,31.70,15.00,38.40,10.00,19.60,21.00,0.00,12.00,10.00,2.00,1.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1940,8,24.10,32.30,15.90,40.00,13.00,21.00,22.80,0.00,41.00,21.00,3.00,2.00,3.00,0.00,0.00,,,,,,,,,,,
4121C,1940,9,19.60,27.00,12.10,31.00,7.00,15.00,20.00,0.00,16.00,16.00,1.00,1.00,1.00,0.00,0.00,,,,,,,,,,,
4121C,1940,10,12.40,18.10,6.70,29.00,2.00,9.00,12.80,0.00,77.60,16.00,14.00,1.00,15.00,0.00,0.00,,,,,,,,,,,
4121C,1940,11,8.30,13.20,3.30,21.00,-1.00,10.00,8.00,2.00,37.20,15.60,8.00,1.00,9.00,0.00,0.00,,,,,,,,,,,
4121C,1940,12,4.80,11.10,-1.50,17.40,-7.00,5.00,4.00,23.00,10.60,9.20,2.00,0.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1941,1,5.50,9.10,1.80,15.80,-6.00,9.00,4.00,12.00,143.60,17.40,17.00,8.00,16.00,3.00,1.00,,,,,,,,,,,
4121C,1941,2,7.80,12.40,3.20,20.00,-2.00,5.40,7.20,2.00,101.80,18.20,14.00,3.00,14.00,0.00,0.00,,,,,,,,,,,
4121C,1941,3,9.60,14.30,5.00,19.20,3.20,6.20,10.00,0.00,33.80,8.20,10.00,0.00,10.00,0.00,0.00,,,,,,,,,,,
4121C,1941,4,11.30,17.30,5.20,25.00,2.40,8.00,11.00,0.00,70.60,15.40,10.00,4.00,12.00,0.00,0.00,,,,,,,,,,,
4121C,1941,5,13.20,19.40,6.90,28.20,3.00,10.00,12.00,0.00,52.80,22.40,8.00,2.00,10.00,0.00,0.00,,,,,,,,,,,
4121C,1941,6,19.90,28.70,11.10,39.20,7.00,16.40,16.00,0.00,27.20,13.60,4.00,1.00,4.00,0.00,0.00,,,,,,,,,,,
4121C,1941,7,23.90,34.00,13.70,43.00,6.20,17.00,21.50,0.00,9.80,5.20,3.00,0.00,5.00,0.00,0.00,,,,,,,,,,,
4121C,1941,8,24.40,34.50,14.30,41.00,10.00,17.20,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
4121C,1941,9,21.30,30.20,12.30,38.00,7.20,18.20,19.20,0.00,44.60,28.20,2.00,2.00,3.00,0.00,0.00,,,,,,,,,,,
4121C,1941,10,16.70,25.80,7.70,32.00,-1.20,13.00,15.00,4.00,20.40,20.40,1.00,1.00,1.00,0.00,0.00,,,,,,,,,,,
4121C,1941,11,8.50,13.90,3.20,19.00,-3.20,11.00,9.00,8.00,83.20,23.20,9.00,4.00,11.00,0.00,0.00,,,,,,,,,,,
4121C,1941,12,4.80,10.80,-1.20,14.20,-5.60,7.00,4.00,25.00,0.05,0.05,0.00,0.00,1.00,1.00,0.00,,,,,,,,,,,
4121C,1942,1,5.50,10.90,0.10,16.20,-5.00,7.20,5.00,18.00,18.60,8.20,4.00,0.00,4.00,2.00,0.00,,,,,,,,,,,
4121C,1942,2,5.90,12.90,-1.00,19.80,-5.20,4.20,6.00,19.00,21.40,16.40,4.00,1.00,4.00,0.00,2.00,,,,,,,,,,,
4121C,1942,3,11.10,16.40,5.90,25.00,3.00,9.00,9.20,0.00,114.60,35.00,12.00,4.00,16.00,0.00,0.00,,,,,,,,,,,
4121C,1942,4,12.40,18.50,6.40,28.40,2.00,10.00,12.00,0.00,61.00,25.00,7.00,2.00,8.00,0.00,0.00,,,,,,,,,,,
4121C,1942,5,17.10,25.00,9.30,37.40,5.00,14.00,17.40,0.00,8.00,5.00,2.00,0.00,4.00,0.00,0.00,,,,,,,,,,,
4121C,1942,6,22.70,31.70,13.80,38.60,7.20,18.40,22.00,0.00,12.20,12.20,1.00,1.00,1.00,0.00,0.00,,,,,,,,,,,
4121C,1942,7,26.30,35.50,17.10,40.40,12.60,20.60,25.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
4121C,1942,8,26.10,34.70,17.50,39.00,12.80,20.20,26.40,0.00,3.00,3.00,1.00,0.00,2.00,0.00,0.00,,,,,,,,,,,
4121C,1942,9,21.60,29.70,13.50,37.40,7.00,20.00,16.00,0.00,33.40,8.20,6.00,0.00,6.00,0.00,0.00,,,,,,,,,,,
4121C,1942,10,16.80,24.40,9.30,31.20,6.00,15.00,12.40,0.00,85.60,33.20,10.00,3.00,10.00,0.00,0.00,,,,,,,,,,,
